"Epaxial_bead_cra_X","Epaxial_bead_cra_Y","Epaxial_bead_cra_Z","Epaxial_bead_mid1_dor_X","Epaxial_bead_mid1_dor_Y","Epaxial_bead_mid1_dor_Z","Epaxial_bead_mid1_ven_X","Epaxial_bead_mid1_ven_Y","Epaxial_bead_mid1_ven_Z","Epaxial_bead_mid2_dor_X","Epaxial_bead_mid2_dor_Y","Epaxial_bead_mid2_dor_Z","Epaxial_bead_mid2_ven_X","Epaxial_bead_mid2_ven_Y","Epaxial_bead_mid2_ven_Z","Epaxial_bead_mid3_dor_X","Epaxial_bead_mid3_dor_Y","Epaxial_bead_mid3_dor_Z","Epaxial_bead_mid3_ven_X","Epaxial_bead_mid3_ven_Y","Epaxial_bead_mid3_ven_Z","HyoidL_bead_cau_X","HyoidL_bead_cau_Y","HyoidL_bead_cau_Z","HyoidL_bead_cra_X","HyoidL_bead_cra_Y","HyoidL_bead_cra_Z","Hypaxial_bead_cau_X","Hypaxial_bead_cau_Y","Hypaxial_bead_cau_Z","Hypaxial_bead_cra_X","Hypaxial_bead_cra_Y","Hypaxial_bead_cra_Z","Hypaxial_bead_mid1_X","Hypaxial_bead_mid1_Y","Hypaxial_bead_mid1_Z","Hypaxial_bead_mid2_X","Hypaxial_bead_mid2_Y","Hypaxial_bead_mid2_Z","LowerJawL_bead_cau_X","LowerJawL_bead_cau_Y","LowerJawL_bead_cau_Z","LowerJawL_bead_cra_X","LowerJawL_bead_cra_Y","LowerJawL_bead_cra_Z","LowerJawL_bead_mid_X","LowerJawL_bead_mid_Y","LowerJawL_bead_mid_Z","Neurocranium_bead_cau_e1_X","Neurocranium_bead_cau_e1_Y","Neurocranium_bead_cau_e1_Z","Neurocranium_bead_cau_e2_X","Neurocranium_bead_cau_e2_Y","Neurocranium_bead_cau_e2_Z","Neurocranium_bead_cau_X","Neurocranium_bead_cau_Y","Neurocranium_bead_cau_Z","Neurocranium_bead_cra_L_X","Neurocranium_bead_cra_L_Y","Neurocranium_bead_cra_L_Z","Neurocranium_bead_cra_R_X","Neurocranium_bead_cra_R_Y","Neurocranium_bead_cra_R_Z","Neurocranium_bead_mid_X","Neurocranium_bead_mid_Y","Neurocranium_bead_mid_Z","OperculumL_bead_cau_dor_X","OperculumL_bead_cau_dor_Y","OperculumL_bead_cau_dor_Z","OperculumL_bead_cra_dor_X","OperculumL_bead_cra_dor_Y","OperculumL_bead_cra_dor_Z","OperculumL_bead_ven_X","OperculumL_bead_ven_Y","OperculumL_bead_ven_Z","PectoralGirdleL_bead_cau_X","PectoralGirdleL_bead_cau_Y","PectoralGirdleL_bead_cau_Z","PectoralGirdleL_bead_cra_X","PectoralGirdleL_bead_cra_Y","PectoralGirdleL_bead_cra_Z","PectoralGirdleL_bead_mid_X","PectoralGirdleL_bead_mid_Y","PectoralGirdleL_bead_mid_Z","PostTemporalL_bead_cau_dor_X","PostTemporalL_bead_cau_dor_Y","PostTemporalL_bead_cau_dor_Z","PostTemporalL_bead_cra_dor_X","PostTemporalL_bead_cra_dor_Y","PostTemporalL_bead_cra_dor_Z","PostTemporalL_bead_ven_X","PostTemporalL_bead_ven_Y","PostTemporalL_bead_ven_Z","Prey_bead_X","Prey_bead_Y","Prey_bead_Z","Sternohyoid_bead_cau_X","Sternohyoid_bead_cau_Y","Sternohyoid_bead_cau_Z","Sternohyoid_bead_cra_X","Sternohyoid_bead_cra_Y","Sternohyoid_bead_cra_Z","SuspensoriumL_bead_dor_X","SuspensoriumL_bead_dor_Y","SuspensoriumL_bead_dor_Z","SuspensoriumL_bead_mid_X","SuspensoriumL_bead_mid_Y","SuspensoriumL_bead_mid_Z","SuspensoriumL_bead_ven_X","SuspensoriumL_bead_ven_Y","SuspensoriumL_bead_ven_Z","Urohyal_bead_X","Urohyal_bead_Y","Urohyal_bead_Z","calibration","frame","individual","time","trial","Neurocranium_R11","Neurocranium_R12","Neurocranium_R13","Neurocranium_01","Neurocranium_R21","Neurocranium_R22","Neurocranium_R23","Neurocranium_02","Neurocranium_R31","Neurocranium_R32","Neurocranium_R33","Neurocranium_03","Neurocranium_TX","Neurocranium_TY","Neurocranium_TZ","Neurocranium_1","SuspensoriumL_R11","SuspensoriumL_R12","SuspensoriumL_R13","SuspensoriumL_01","SuspensoriumL_R21","SuspensoriumL_R22","SuspensoriumL_R23","SuspensoriumL_02","SuspensoriumL_R31","SuspensoriumL_R32","SuspensoriumL_R33","SuspensoriumL_03","SuspensoriumL_TX","SuspensoriumL_TY","SuspensoriumL_TZ","SuspensoriumL_1","LowerJawL_R11","LowerJawL_R12","LowerJawL_R13","LowerJawL_01","LowerJawL_R21","LowerJawL_R22","LowerJawL_R23","LowerJawL_02","LowerJawL_R31","LowerJawL_R32","LowerJawL_R33","LowerJawL_03","LowerJawL_TX","LowerJawL_TY","LowerJawL_TZ","LowerJawL_1","OperculumL_R11","OperculumL_R12","OperculumL_R13","OperculumL_01","OperculumL_R21","OperculumL_R22","OperculumL_R23","OperculumL_02","OperculumL_R31","OperculumL_R32","OperculumL_R33","OperculumL_03","OperculumL_TX","OperculumL_TY","OperculumL_TZ","OperculumL_1"
-10.98784762,93.63603,117.78254,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,47.08172,98.36486,88.16769,51.3276,91.6774,85.28618,NaN,NaN,NaN,0.175507924,94.91846,72.7013,NaN,NaN,NaN,NaN,NaN,NaN,54.77453,103.68716,86.15998,73.23457,93.5381,90.93381,63.60691,99.73123,93.07654,1.53520562,82.00585,122.98218,-6.398809,87.26536,123.07371,3.9462574,86.00149,122.73829,53.29386,92.38076,113.38826,60.99146,63.66658,110.39591,38.26667,81.15051,118.66645,18.46613,109.75323,99.84269,23.38547,109.2368,102.42411,28.99931,112.10156,89.66698,-5.84701821,109.73832,87.8214,25.12711,106.43834,81.18763,10.807346,110.94563,87.85566,8.857827,107.01028,107.00444,10.579481,107.04263,106.28721,5.9073094,108.01256,101.197,154.84542,66.71393,28.82162,46.44806,87.46439,83.68433,55.24908,83.79191,89.23831,27.40701,108.06996,104.4704,36.03125,109.36594,93.68547,42.13189,109.9595,87.46844,54.63303,80.07806,88.02473,"Nov17 After 0945",196,"Cat 01",0.65,"Nov 17 2016 Cat 01 Trial 09",0.0727332547828879,0.977010442793326,-0.200400769263686,0,-0.0816082071466601,0.206089184141912,0.975124273467761,0,0.994007029238222,-0.0545696147366884,0.0947216077381189,0,125.272469338172,123.846091644729,151.827967863369,1,0.023472408041615,0.970985401319654,-0.237984025692561,0,-0.108835590879733,0.239116638298384,0.964872036824956,0,0.993782602090914,0.00325326189988784,0.111290413191898,0,123.838773085156,131.012374567066,152.469022862448,1,0.0905204573651779,0.984590101526679,-0.149627466643273,0,-0.144415823242297,0.161633677101865,0.976226727980636,0,0.985368010844501,-0.066759916133971,0.156821544445068,0,120.968143923916,120.764700166283,157.655485904216,1,0.0373786998529079,0.975389115113943,-0.217299118531454,0,-0.0999535909513147,0.220009863085846,0.970363302995783,0,0.994289752764879,-0.0145510914431819,0.105717327267429,0,124.331925957655,128.640884307462,152.60432717325,1
-10.98946605,93.62335,117.782,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,47.08402,98.41126,88.18801,51.3379,91.72923,85.3083,NaN,NaN,NaN,0.189339514,94.89067,72.70158,NaN,NaN,NaN,NaN,NaN,NaN,54.76757,103.74068,86.18355,73.24222,93.62483,90.96611,63.60536,99.80092,93.10039,1.547552436,82.00825,122.99204,-6.395326,87.25838,123.07515,3.9508741,86.01511,122.74696,53.29419,92.45012,113.41329,61.03195,63.7411,110.43828,38.27977,81.20253,118.68983,18.44907,109.76573,99.84481,23.36671,109.26199,102.42804,28.9817,112.12112,89.6727,-5.85779052,109.71344,87.81083,25.12262,106.45179,81.19838,10.793414,110.93704,87.85384,8.84291,107.01718,107.00292,10.558981,107.05276,106.29273,5.8927726,108.01352,101.19318,154.84385,66.71521,28.82245,46.46487,87.51069,83.70652,55.26733,83.84867,89.26777,27.38972,108.09846,104.4746,36.01742,109.40407,93.69526,42.11871,109.99468,87.48063,54.65911,80.13298,88.05938,"Nov17 After 0945",197,"Cat 01",0.65333333,"Nov 17 2016 Cat 01 Trial 09",0.0715293594201952,0.976997374425305,-0.200897190390998,0,-0.0822735949049477,0.206505935392649,0.974980181454487,0,0.994039539617189,-0.0532111737670539,0.0951523234817692,0,125.216375052059,124.0296378254,151.864317687853,1,0.0305460761020431,0.972384815180094,-0.231375686799506,0,-0.106628293848708,0.233332859877663,0.966533074163644,0,0.99382963539315,-0.00485259811703984,0.110811137101975,0,124.009267139745,129.999537065036,152.580970674958,1,0.0889160005650342,0.984685573590797,-0.149960881584772,0,-0.144951034346575,0.161746642340864,0.976128690969236,0,0.985435509044289,-0.0650564743405297,0.157113056939909,0,120.913012476432,120.954594319747,157.689619563994,1,0.0356651350707329,0.97519033707744,-0.218476096200881,0,-0.100881821344429,0.221011640369336,0.970039541948412,0,0.994258948293963,-0.0125563247825765,0.106261387367837,0,124.25025727942,128.916642692078,152.639082823094,1
-10.99210975,93.60993,117.78128,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,47.08594,98.45841,88.20763,51.34823,91.78151,85.33019,NaN,NaN,NaN,0.202973419,94.86493,72.70436,NaN,NaN,NaN,NaN,NaN,NaN,54.76016,103.79491,86.20626,73.2494,93.71319,90.99829,63.60369,99.87174,93.1241,1.560282592,82.00939,123.00073,-6.391851,87.25084,123.07712,3.9552798,86.02805,122.75558,53.29434,92.5202,113.43866,61.07254,63.8151,110.47955,38.29279,81.25487,118.7135,18.43178,109.77888,99.84722,23.34772,109.28922,102.43192,28.96354,112.14227,89.67814,-5.8689808,109.68826,87.79983,25.11791,106.46596,81.20854,10.778634,110.92917,87.85182,8.827549,107.02471,107.00127,10.547176,107.06349,106.30047,5.8780758,108.01485,101.18955,154.84237,66.71725,28.82306,46.48183,87.55816,83.72874,55.28601,83.90632,89.29687,27.37195,108.12804,104.479,36.00324,109.44374,93.70423,42.10508,110.03212,87.4926,54.68536,80.19303,88.09395,"Nov17 After 0945",198,"Cat 01",0.65666667,"Nov 17 2016 Cat 01 Trial 09",0.0703207335027631,0.976993734039107,-0.201341098854543,0,-0.0829454230286163,0.206868693900644,0.9748463470119,0,0.994069942830099,-0.0518515875568297,0.0955843168600332,0,125.159662374249,124.211582563036,151.903114379913,1,0.0370538309816748,0.973607630482961,-0.225200345192755,0,-0.104647568213639,0.227896500561799,0.968045490407686,0,0.993818846710282,-0.0123031254988453,0.110330109337417,0,124.156861600227,129.066229833661,152.680718191156,1,0.0872828272352024,0.984775603137343,-0.150328704961204,0,-0.145506740772614,0.161889085809244,0.976022393332027,0,0.985499617686157,-0.0633161540314159,0.157421625512853,0,120.85558323983,121.14977351354,157.723421743034,1,0.0337563199178306,0.97496666390503,-0.21977378173818,0,-0.101858775512246,0.222110199196626,0.969686469568376,0,0.994225980708989,-0.0103471583891949,0.10680653349172,0,124.163833729876,129.220863168016,152.671388500801,1
-10.99541126,93.59605,117.78046,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,47.08747,98.50754,88.22633,51.35764,91.83415,85.35188,NaN,NaN,NaN,0.216463622,94.84032,72.70951,NaN,NaN,NaN,NaN,NaN,NaN,54.75254,103.85021,86.2272,73.25609,93.80172,91.03054,63.60186,99.94368,93.1477,1.573230865,82.00901,123.00658,-6.388232,87.24311,123.07999,3.959658,86.04085,122.76444,53.29439,92.59078,113.46392,61.11322,63.88937,110.51969,38.30587,81.30719,118.73704,18.41437,109.79334,99.84961,23.32876,109.31745,102.43565,28.94494,112.16482,89.6832,-5.88051928,109.66312,87.78898,25.11259,106.48063,81.21704,10.763253,110.92289,87.85002,8.811907,107.03269,106.99878,10.541535,107.07476,106.30998,5.8632733,108.01687,101.18624,154.84043,66.71959,28.82332,46.4991,87.60607,83.75116,55.30549,83.96488,89.32588,27.35388,108.15838,104.48368,35.98869,109.48351,93.71327,42.09106,110.07234,87.50398,54.71185,80.25437,88.12357,"Nov17 After 0945",199,"Cat 01",0.66,"Nov 17 2016 Cat 01 Trial 09",0.0691089852541097,0.977000763192963,-0.201726192839491,0,-0.0836245955672693,0.207171363741571,0.974724039439712,0,0.994098020908079,-0.0504929179769378,0.0960186964128147,0,125.102409675251,124.39171659065,151.94445349044,1,0.0412580918094871,0.974412251120014,-0.220949167745585,0,-0.103477362984808,0.224115454273611,0.969053506523475,0,0.993775731847961,-0.0171180613084497,0.110076186194336,0,124.237502756645,128.463397146423,152.75755303165,1,0.0857149146538326,0.984842030859149,-0.150794985523765,0,-0.146083071562412,0.162139237420933,0.975894770911009,0,0.985551972048546,-0.0616201423382376,0.157766499769241,0,120.796911565743,121.349050766658,157.75606448645,1,0.0318718484353225,0.974745840718486,-0.221031064059621,0,-0.102788454714362,0.223167445978414,0.969345565127785,0,0.994192495875295,-0.00817539341464507,0.107305377720627,0,124.079662659777,129.520426739518,152.699582067209,1
-10.99900311,93.58195,117.77965,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,47.08859,98.5592,88.2439,51.36649,91.88715,85.3734,NaN,NaN,NaN,0.229920656,94.81695,72.71618,NaN,NaN,NaN,NaN,NaN,NaN,54.74495,103.90696,86.24693,73.26227,93.88895,91.06249,63.59986,100.0167,93.17209,1.586232029,82.00879,123.00973,-6.384317,87.23556,123.08409,3.9641924,86.05419,122.77365,53.2944,92.66164,113.48861,61.15397,63.96466,110.55887,38.31918,81.36004,118.76,18.39697,109.80872,99.85164,23.3101,109.34563,102.43947,28.92603,112.18821,89.68795,-5.89233617,109.63838,87.77888,25.10633,106.49553,81.22428,10.747522,110.91904,87.84832,8.796146,107.0409,106.99515,10.540013,107.08657,106.31758,5.8484192,108.01942,101.18335,154.83762,66.72175,28.82312,46.51703,87.65372,83.774,55.32586,84.02436,89.35472,27.33569,108.18916,104.48873,35.97376,109.52191,93.72345,42.07673,110.11442,87.51441,54.73865,80.31468,88.14781,"Nov17 After 0945",200,"Cat 01",0.66333333,"Nov 17 2016 Cat 01 Trial 09",0.0678963314473562,0.977013399071683,-0.202076486040279,0,-0.084300418893192,0.207437576220074,0.974609199292913,0,0.994124503042965,-0.0491372568051743,0.0964468892356787,0,125.045197169614,124.571033120742,151.986320721201,1,0.0425855280551181,0.974758084995632,-0.219164660782515,0,-0.103282741890184,0.222483492830969,0.969450241448924,0,0.993739980089315,-0.0186486233642137,0.110150264723728,0,124.241074556649,128.276178753625,152.810585734505,1,0.0842929257294603,0.984876072729522,-0.151373128516392,0,-0.146613548552925,0.162519048833771,0.975752031074947,0,0.985595845188425,-0.0600556419584248,0.158095382020711,0,120.742685133377,121.54754567204,157.784649609754,1,0.0300807993824444,0.974540598764552,-0.222184083291629,0,-0.103647979027561,0.224127559205369,0.969032472958541,0,0.994159062701746,-0.00612034020887118,0.107751099686789,0,123.999731707343,129.803746437869,152.72428884809,1
-11.00251781,93.5679,117.77892,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,47.08929,98.61189,88.25928,51.37515,91.9406,85.39479,NaN,NaN,NaN,0.243358318,94.79495,72.7235,NaN,NaN,NaN,NaN,NaN,NaN,54.73686,103.96553,86.26644,73.26781,93.97472,91.09378,63.59776,100.09079,93.19735,1.599120859,82.0104,123.0126,-6.379954,87.22698,123.08914,3.9690665,86.06777,122.78298,53.29401,92.73256,113.5123,61.19498,64.04174,110.59724,38.33253,81.41394,118.78193,18.37927,109.82437,99.85263,23.29155,109.37273,102.44355,28.90626,112.21249,89.69258,-5.90436171,109.6144,87.76832,25.09932,106.51078,81.23132,10.731689,110.91731,87.8466,8.780428,107.04914,106.99112,10.538476,107.10064,106.32387,5.8335677,108.02217,101.18101,154.83429,66.72326,28.8225,46.53567,87.70037,83.79769,55.34677,84.08477,89.38306,27.31756,108.22005,104.49449,35.95851,109.56364,93.73425,42.06172,110.15756,87.52387,54.76584,80.37457,88.17157,"Nov17 After 0945",201,"Cat 01",0.66666667,"Nov 17 2016 Cat 01 Trial 09",0.0666625774655432,0.977023145325467,-0.202439804050442,0,-0.0849567485108283,0.207712322306101,0.974493684969109,0,0.994152127014834,-0.047763633242641,0.0968513484229522,0,124.987962760408,124.752968636197,152.024904864916,1,0.0474332105519542,0.975637890009829,-0.214198034804019,0,-0.10178535829712,0.218044179024618,0.970616544691984,0,0.993674912319447,-0.0242372352105193,0.1096481876562,0,124.341929250674,127.569279008471,152.879252074867,1,0.0830254350684326,0.98487783241938,-0.152060620610998,0,-0.147024843935656,0.163023323356708,0.975606012336655,0,0.985642162449128,-0.0586434246155384,0.158336591955139,0,120.698055861377,121.743649594468,157.805492103133,1,0.028383529308563,0.97437002521012,-0.223153376035454,0,-0.104443863582493,0.224912200843021,0.968765183763284,0,0.994125673455802,-0.00418997422184094,0.108150772036397,0,123.923383292966,130.065888992547,152.747767400065,1
-11.00558792,93.55415,117.77837,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,47.08939,98.66412,88.27269,51.38399,91.99454,85.41608,NaN,NaN,NaN,0.256685491,94.77442,72.73063,NaN,NaN,NaN,NaN,NaN,NaN,54.72778,104.02563,86.28549,73.2727,94.06026,91.12403,63.59564,100.16651,93.22237,1.61173213,82.01303,123.01759,-6.374993,87.21693,123.09458,3.9744639,86.08133,122.7922,53.29295,92.8038,113.53453,61.2364,64.12074,110.63494,38.34569,81.46851,118.80291,18.361,109.84056,99.85264,23.27278,109.39772,102.44774,28.88525,112.2377,89.69706,-5.91652613,109.59092,87.75641,25.09179,106.5265,81.23807,10.716004,110.91671,87.84473,8.764155,107.05721,106.98745,10.529,107.11555,106.32899,5.818788,108.02519,101.17918,154.8308,66.72445,28.82164,46.5547,87.74599,83.82226,55.36794,84.14613,89.4108,27.29901,108.25071,104.50101,35.943,109.60711,93.74516,42.04575,110.20096,87.53275,54.79453,80.4331,88.19486,"Nov17 After 0945",202,"Cat 01",0.67,"Nov 17 2016 Cat 01 Trial 09",0.0653876105291025,0.977022869918365,-0.202856530695408,0,-0.0855821959654031,0.208033436070611,0.974370451733012,0,0.99418315622577,-0.046350848246148,0.0972185720108505,0,124.930445018501,124.940348497107,152.057176242807,1,0.0545036714279917,0.976771986309751,-0.20723377273353,0,-0.099490209681436,0.211821888803104,0.97223103509476,0,0.993544688465704,-0.0323724293865672,0.108724320357491,0,124.49818985873,126.534043795926,152.950297056675,1,0.0818533315306936,0.984840015755984,-0.152938469598329,0,-0.147279262659958,0.163721255128519,0.975450751913945,0,0.98570221208419,-0.0573192287534926,0.158447641533218,0,120.664956349425,121.946184669155,157.813534526081,1,0.0269418693067673,0.974266478925024,-0.223783296341109,0,-0.105091483006139,0.225384522726687,0.968585358713848,0,0.994097538412518,-0.00257778166242709,0.108459389468471,0,123.856420280395,130.279953901995,152.768693794942,1
-11.00784595,93.54096,117.7781,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,47.08882,98.71584,88.28578,51.39337,92.04905,85.43784,NaN,NaN,NaN,0.269811058,94.75549,72.7367,NaN,NaN,NaN,NaN,NaN,NaN,54.71799,104.0867,86.30381,73.27703,94.14611,91.15288,63.59346,100.24405,93.24602,1.624167486,82.01529,123.02251,-6.369527,87.20686,123.09988,3.9799363,86.09459,122.80108,53.29147,92.87566,113.55525,61.27806,64.20097,110.67247,38.35873,81.52335,118.82337,18.3423,109.85756,99.85236,23.25381,109.42125,102.4519,28.8634,112.2638,89.70139,-5.92859403,109.56759,87.7442,25.08394,106.54281,81.24443,10.700123,110.9171,87.84258,8.746857,107.06538,106.98487,10.516943,107.129,106.33131,5.804043,108.02856,101.17769,154.82749,66.72587,28.82069,46.5738,87.79126,83.84727,55.38911,84.20843,89.43785,27.27962,108.28138,104.50786,35.92719,109.64935,93.75567,42.02908,110.24584,87.54134,54.82501,80.49439,88.21759,"Nov17 After 0945",203,"Cat 01",0.67333333,"Nov 17 2016 Cat 01 Trial 09",0.0640845198143481,0.977013193292425,-0.203318455760181,0,-0.0861979206390461,0.208395036726906,0.974238896341701,0,0.994214812199893,-0.0449080037424489,0.0975714015590586,0,124.872162806248,125.131923857342,152.085400415441,1,0.0589199451320983,0.977499984325686,-0.202539430010343,0,-0.0981126945847008,0.207580014862263,0.97328538291249,0,0.993429584433119,-0.0374742321211129,0.108135760504901,0,124.582876364849,125.882408399762,153.002431832385,1,0.0807433684627621,0.984757911732172,-0.15405311983267,0,-0.147367142354391,0.164653593020808,0.975280533825852,0,0.985780621539898,-0.0560450674567408,0.158415645092845,0,120.643842764929,122.160111013172,157.806230985651,1,0.0257442237378601,0.974219867714003,-0.224126937906725,0,-0.10559278926513,0.225597085631683,0.968481346134091,0,0.994076152917544,-0.00126661193779587,0.108678415036539,0,123.798983445143,130.450453347629,152.786342857682,1
-11.00980199,93.52778,117.77805,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,47.08773,98.76818,88.30022,51.40332,92.10421,85.46025,NaN,NaN,NaN,0.282643903,94.73815,72.74086,NaN,NaN,NaN,NaN,NaN,NaN,54.70774,104.14817,86.32114,73.28092,94.23283,91.17997,63.59117,100.32285,93.26913,1.636656072,82.01808,123.02596,-6.363764,87.19823,123.10446,3.9850787,86.10726,122.80939,53.28979,92.948,113.57484,61.31982,64.282,110.70985,38.37173,81.57807,118.84344,18.32332,109.87563,99.85252,23.23466,109.44461,102.45587,28.84106,112.29066,89.70553,-5.94050991,109.54459,87.73275,25.07598,106.55983,81.2503,10.683633,110.91833,87.83972,8.72889,107.07402,106.98278,10.50119,107.14123,106.33391,5.7892276,108.03235,101.17638,154.82473,66.72732,28.81984,46.59267,87.8365,83.87227,55.41001,84.27229,89.4641,27.25972,108.3125,104.51466,35.91105,109.69109,93.76527,42.01194,110.29294,87.54997,54.85607,80.55888,88.23972,"Nov17 After 0945",204,"Cat 01",0.67666667,"Nov 17 2016 Cat 01 Trial 09",0.0627804357634749,0.976997992916174,-0.203797788808211,0,-0.086819125882788,0.208772743524709,0.974102859528764,0,0.994243962147268,-0.0434610561184891,0.0979289555482377,0,124.813387863148,125.32463524212,152.112491664704,1,0.0605290412149917,0.977878390588334,-0.200225094306294,0,-0.0976863819619776,0.205433294639923,0.973783616740683,0,0.993374856712597,-0.0393829236314028,0.107960082333568,0,124.597253717442,125.636490169965,153.041940716868,1,0.0796284655611342,0.984658584635891,-0.155263579680564,0,-0.147372049371402,0.165675268683311,0.975106755391831,0,0.985870572913327,-0.054764742759883,0.158303620975616,0,120.628149381303,122.380473086984,157.79079762247,1,0.0247055828150015,0.974201340503663,-0.224324279422976,0,-0.105980726329605,0.225680582380445,0.968419516729745,0,0.994061225390278,-0.00015131850361784,0.108822135975591,0,123.748832765951,130.594922499256,152.799460116789,1
-11.01209067,93.51404,117.77813,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,47.08629,98.82144,88.31585,51.41354,92.15997,85.48268,NaN,NaN,NaN,0.295092907,94.72234,72.74373,NaN,NaN,NaN,NaN,NaN,NaN,54.69731,104.2109,86.33724,73.28447,94.321,91.2056,63.58874,100.40234,93.29281,1.649223913,82.02227,123.03155,-6.357715,87.18968,123.10834,3.9901396,86.11907,122.81689,53.28814,93.02069,113.59348,61.3615,64.36341,110.74652,38.38474,81.63295,118.86325,18.30421,109.89558,99.85385,23.21535,109.46767,102.4595,28.81863,112.31823,89.70948,-5.95247383,109.5221,87.72314,25.06811,106.5776,81.25599,10.666682,110.92027,87.83604,8.710613,107.08299,106.98044,10.481607,107.14892,106.33424,5.7742363,108.03665,101.1751,154.82285,66.72858,28.81923,46.61099,87.88202,83.89683,55.43035,84.33793,89.49055,27.23958,108.34405,104.521,35.89455,109.72963,93.7748,41.99458,110.34076,87.55838,54.8865,80.62339,88.26113,"Nov17 After 0945",205,"Cat 01",0.68,"Nov 17 2016 Cat 01 Trial 09",0.0614667256387469,0.976975002107399,-0.204307823874905,0,-0.0874238823869439,0.209178002961648,0.973961820537833,0,0.994273054260068,-0.0420048608404406,0.098268434596926,0,124.754790395797,125.519109647379,152.136119485251,1,0.0574560926412186,0.977691361544312,-0.202035637895972,0,-0.0988444344060895,0.206946539485009,0.973346242393795,0,0.993442789095247,-0.0359545735172588,0.108529689199997,0,124.497002917032,126.075023516807,153.064091181072,1,0.0784824992521018,0.984585031513445,-0.156309990182368,0,-0.147450951418127,0.166533635424017,0.974948596182562,0,0.985950665214559,-0.0534683457021874,0.158247975566319,0,120.606545271227,122.593439612747,157.782008501734,1,0.0239860712089458,0.974226215084332,-0.224294338382439,0,-0.106177036678606,0.225572467656768,0.968423202281619,0,0.99405789834904,0.000586240302913543,0.108851049844261,0,123.711961103253,130.69151440897,152.805949071284,1
-11.01453141,93.49997,117.77831,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,47.08465,98.8758,88.33138,51.42391,92.21626,85.50452,NaN,NaN,NaN,0.307066955,94.70803,72.74648,NaN,NaN,NaN,NaN,NaN,NaN,54.68696,104.27577,86.35196,73.28781,94.41019,91.23029,63.58611,100.48197,93.31638,1.661897035,82.0283,123.04001,-6.351394,87.17992,123.11201,3.9953677,86.13045,122.82348,53.28675,93.09359,113.61133,61.40296,64.44636,110.78195,38.39786,81.68839,118.88292,18.28513,109.91743,99.85576,23.19591,109.4903,102.46277,28.79647,112.34643,89.71321,-5.96468588,109.50029,87.71503,25.06048,106.59608,81.26159,10.649418,110.92277,87.8319,8.692379,107.09221,106.97846,10.460892,107.14956,106.32516,5.7589639,108.04202,101.17368,154.8217,66.72945,28.81904,46.62844,87.92816,83.9205,55.44988,84.40481,89.51767,27.21952,108.376,104.52646,35.87763,109.76629,93.78496,41.97725,110.38776,87.56638,54.91509,80.68622,88.28184,"Nov17 After 0945",206,"Cat 01",0.68333333,"Nov 17 2016 Cat 01 Trial 09",0.0601323508654424,0.9769484864294,-0.204831040720639,0,-0.0880065445412526,0.209592083839497,0.973820315309619,0,0.994303247755585,-0.0405316327714816,0.098581125209514,0,124.69629043314,125.715854655534,152.156429909211,1,0.0527736743306526,0.97726536212983,-0.205346904721972,0,-0.100579202260037,0.209789526815643,0.972559601521266,0,0.993528441148202,-0.0306719158143289,0.109363934685535,0,124.353396874412,126.753376298572,153.078730536548,1,0.0773434555753797,0.984554077875978,-0.157070868137415,0,-0.147686320378619,0.167118574712227,0.97481287063681,0,0.986005446563397,-0.0521981774005162,0.158330697034344,0,120.573703681692,122.789741457236,157.787544589496,1,0.0236024463786146,0.974296037914381,-0.22403159381945,0,-0.106210985642685,0.225269515529669,0.968489995767554,0,0.994063454239091,0.000935883201336966,0.108797854155674,0,123.687031689539,130.738950612897,152.808991424456,1
