"PectoralGirdleL_bead_cau_X","PectoralGirdleL_bead_cau_Y","PectoralGirdleL_bead_cau_Z","PectoralGirdleL_bead_cra_X","PectoralGirdleL_bead_cra_Y","PectoralGirdleL_bead_cra_Z","PectoralGirdleL_bead_mid_X","PectoralGirdleL_bead_mid_Y","PectoralGirdleL_bead_mid_Z","Epaxial_bead_cra_X","Epaxial_bead_cra_Y","Epaxial_bead_cra_Z","Epaxial_bead_mid1_dor_X","Epaxial_bead_mid1_dor_Y","Epaxial_bead_mid1_dor_Z","Epaxial_bead_mid1_ven_X","Epaxial_bead_mid1_ven_Y","Epaxial_bead_mid1_ven_Z","Epaxial_bead_mid2_dor_X","Epaxial_bead_mid2_dor_Y","Epaxial_bead_mid2_dor_Z","Epaxial_bead_mid2_ven_X","Epaxial_bead_mid2_ven_Y","Epaxial_bead_mid2_ven_Z","Epaxial_bead_mid3_dor_X","Epaxial_bead_mid3_dor_Y","Epaxial_bead_mid3_dor_Z","Epaxial_bead_mid3_ven_X","Epaxial_bead_mid3_ven_Y","Epaxial_bead_mid3_ven_Z","HyoidL_bead_cau_X","HyoidL_bead_cau_Y","HyoidL_bead_cau_Z","HyoidL_bead_cra_X","HyoidL_bead_cra_Y","HyoidL_bead_cra_Z","Hypaxial_bead_cau_X","Hypaxial_bead_cau_Y","Hypaxial_bead_cau_Z","Hypaxial_bead_cra_X","Hypaxial_bead_cra_Y","Hypaxial_bead_cra_Z","Hypaxial_bead_mid1_X","Hypaxial_bead_mid1_Y","Hypaxial_bead_mid1_Z","Hypaxial_bead_mid2_X","Hypaxial_bead_mid2_Y","Hypaxial_bead_mid2_Z","LowerJawL_bead_cau_X","LowerJawL_bead_cau_Y","LowerJawL_bead_cau_Z","LowerJawL_bead_cra_X","LowerJawL_bead_cra_Y","LowerJawL_bead_cra_Z","LowerJawL_bead_mid_X","LowerJawL_bead_mid_Y","LowerJawL_bead_mid_Z","Neurocranium_bead_cau_e1_X","Neurocranium_bead_cau_e1_Y","Neurocranium_bead_cau_e1_Z","Neurocranium_bead_cau_e2_X","Neurocranium_bead_cau_e2_Y","Neurocranium_bead_cau_e2_Z","Neurocranium_bead_cau_X","Neurocranium_bead_cau_Y","Neurocranium_bead_cau_Z","Neurocranium_bead_cra_L_X","Neurocranium_bead_cra_L_Y","Neurocranium_bead_cra_L_Z","Neurocranium_bead_cra_R_X","Neurocranium_bead_cra_R_Y","Neurocranium_bead_cra_R_Z","Neurocranium_bead_mid_X","Neurocranium_bead_mid_Y","Neurocranium_bead_mid_Z","OperculumL_bead_cau_dor_X","OperculumL_bead_cau_dor_Y","OperculumL_bead_cau_dor_Z","OperculumL_bead_cra_dor_X","OperculumL_bead_cra_dor_Y","OperculumL_bead_cra_dor_Z","OperculumL_bead_ven_X","OperculumL_bead_ven_Y","OperculumL_bead_ven_Z","PostTemporalL_bead_cau_dor_X","PostTemporalL_bead_cau_dor_Y","PostTemporalL_bead_cau_dor_Z","PostTemporalL_bead_cra_dor_X","PostTemporalL_bead_cra_dor_Y","PostTemporalL_bead_cra_dor_Z","PostTemporalL_bead_ven_X","PostTemporalL_bead_ven_Y","PostTemporalL_bead_ven_Z","Prey_bead_X","Prey_bead_Y","Prey_bead_Z","Sternohyoid_bead_cau_X","Sternohyoid_bead_cau_Y","Sternohyoid_bead_cau_Z","Sternohyoid_bead_cra_X","Sternohyoid_bead_cra_Y","Sternohyoid_bead_cra_Z","SuspensoriumL_bead_dor_X","SuspensoriumL_bead_dor_Y","SuspensoriumL_bead_dor_Z","SuspensoriumL_bead_mid_X","SuspensoriumL_bead_mid_Y","SuspensoriumL_bead_mid_Z","SuspensoriumL_bead_ven_X","SuspensoriumL_bead_ven_Y","SuspensoriumL_bead_ven_Z","Urohyal_bead_X","Urohyal_bead_Y","Urohyal_bead_Z","frame","calibration","time","individual","trial"
1.8951093,98.999533,107.76078,26.590076,111.14057,91.395369,14.645824,108.50095,102.55685,14.825921,86.380513,136.49751,-2.1092602,73.969323,145.67139,-6.3469693,71.350924,136.35951,-19.296821,65.82343,144.95075,-21.950578,65.10532,138.24016,NA,NA,NA,NA,NA,NA,50.544607,117.23453,91.611701,55.994582,113.02094,86.716123,NA,NA,NA,10.513035,89.482058,88.838942,-14.755587,79.141287,91.541183,NA,NA,NA,53.16458,125.24713,86.995525,74.026609,126.0272,81.195437,64.854557,127.17973,88.38288,32.370819,83.386405,137.16733,23.123003,83.737713,139.91727,32.122795,88.06705,136.50378,66.120011,118.21729,114.01809,86.949246,97.726272,107.49686,61.394988,101.44227,122.72018,25.432122,111.7421,112.12557,30.082867,115.01022,113.06185,29.192306,118.44436,99.301556,20.824546,106.70562,121.24124,21.845929,107.54028,119.69484,16.332062,105.27227,116.62885,63.127495,99.047088,103.78078,54.1775,106.78201,86.329288,64.582767,108.39768,87.911937,34.520588,116.94517,113.64049,38.05325,121.49731,101.03718,40.883488,124.32545,93.488328,65.560095,104.65832,86.694038,1138,"Nov17 After 0945",3.79,"Cat 01","Nov 17 2016 Cat 01 Trial 09"
1.6063244,99.216101,107.91204,26.300574,111.23454,91.457107,14.405861,108.79846,102.62049,14.486165,86.618695,136.45999,-2.5780172,74.254694,145.69186,-6.7260032,71.716937,136.48905,-19.710297,66.116499,145.07068,-22.331555,65.393805,138.28519,NA,NA,NA,NA,NA,NA,50.334617,117.26417,91.576612,55.821885,112.98403,86.797024,NA,NA,NA,10.1943,89.639674,89.009609,-15.16034,79.407975,91.520907,NA,NA,NA,53.088888,125.24627,87.121397,73.85607,125.81229,81.106745,64.792843,127.09081,88.377513,32.035011,83.507294,137.25783,22.691627,83.916473,139.96455,31.839736,88.183452,136.67794,65.990753,118.15368,114.15153,86.620119,97.446256,107.66852,61.2051,101.41057,122.89912,25.360795,112.03805,112.18054,29.955974,115.24471,113.12257,29.115147,118.49391,99.482356,20.549518,106.82338,121.30844,21.745758,107.60279,120.07119,16.11564,105.47635,116.61294,62.305933,98.523697,104.09867,53.723191,106.7158,86.196017,64.228036,108.18728,87.797611,34.424184,117.06045,113.79864,37.952835,121.43146,101.21329,40.793104,124.55662,93.650999,65.287948,104.46453,86.722295,1139,"Nov17 After 0945",3.7933333,"Cat 01","Nov 17 2016 Cat 01 Trial 09"
1.3138259,99.633008,107.9649,26.072503,111.41661,91.433333,14.10686,109.01142,102.68185,14.183796,87.004411,136.57777,-2.9720657,74.615047,145.7199,-7.1261915,71.973981,136.52431,-20.112567,66.484588,145.09375,-22.725323,65.763422,138.3145,NA,NA,NA,NA,NA,NA,50.258914,117.41354,91.663679,55.450158,112.91859,86.628373,NA,NA,NA,9.8047971,89.867173,88.972017,-15.517032,79.700182,91.693263,NA,NA,NA,53.065642,125.24321,87.244518,73.793991,125.72263,81.100243,64.776978,127.00005,88.381307,31.616378,83.74412,137.36439,22.376683,84.124855,140.00706,31.464995,88.441051,136.76711,65.912908,118.08855,114.28159,86.451066,97.292723,107.8418,60.902794,101.49485,122.94968,25.180076,112.21043,112.34006,29.773574,115.41704,113.19063,28.988429,118.73254,99.457954,20.424624,107.05841,121.27919,21.456923,107.69578,120.24276,15.915392,105.74353,116.77162,61.341064,98.033906,104.3932,53.478782,106.61932,86.187903,64.020467,107.99552,87.518819,34.326948,117.29304,113.77719,37.90894,121.66516,101.20523,40.775552,124.64624,93.728989,64.907409,104.2522,86.556396,1140,"Nov17 After 0945",3.7966667,"Cat 01","Nov 17 2016 Cat 01 Trial 09"
1.0835344,99.930928,108.11785,25.789241,111.53624,91.415609,13.887337,109.19286,102.74875,13.831643,87.158277,136.63838,-3.3662502,74.956013,145.73927,-7.6051566,72.289496,136.47298,-20.512839,66.879286,145.12899,-23.188299,66.082312,138.19165,NA,NA,NA,NA,NA,NA,50.126929,117.44298,91.736035,55.207526,113.09676,86.618411,NA,NA,NA,9.5252524,89.995529,89.140537,-15.823401,80.019706,91.850678,NA,NA,NA,53.042499,125.36053,87.241516,73.762874,125.54048,81.106305,64.773837,126.99694,88.469939,31.250009,83.974889,137.21007,22.07221,84.332626,140.05187,31.145181,88.559097,136.7697,65.825786,118.11388,114.36262,86.238661,97.16527,108.01412,60.743178,101.37166,123.13401,25.07922,112.35405,112.41743,29.697277,115.46807,113.28239,28.903738,118.9635,99.619954,20.223739,107.32159,121.42122,21.403807,108.12754,120.13646,15.737847,105.91776,116.74307,60.157604,97.325853,104.68332,53.174289,106.68736,85.964965,63.80471,107.75566,87.230997,34.198025,117.52353,113.92774,37.940523,121.84056,101.37287,40.70281,124.78767,93.81355,64.606246,104.15683,86.261598,1141,"Nov17 After 0945",3.8,"Cat 01","Nov 17 2016 Cat 01 Trial 09"
0.83021127,100.3184,108.2575,25.588025,111.69037,91.477024,13.726635,109.45993,102.72881,13.531623,87.369132,136.59957,-3.7168915,75.223559,145.78819,-7.8944173,72.700668,136.51242,-20.882093,67.24039,145.07346,-23.485627,66.497555,138.31071,NA,NA,NA,NA,NA,NA,50.01353,117.56589,91.714762,54.987395,113.06731,86.455188,NA,NA,NA,9.098463,90.251944,89.105793,-16.24702,80.400717,91.742427,NA,NA,NA,53.051018,125.44243,87.503964,73.795745,125.50751,81.283124,64.767567,126.99073,88.647223,30.998651,84.066845,137.38193,21.796965,84.625927,140.18186,30.885287,88.690508,136.79354,65.722679,118.05018,114.47197,86.029245,97.038432,108.0955,60.511545,101.34066,123.20135,24.995427,112.58547,112.48869,29.652079,115.67073,113.44043,28.854073,119.37241,99.771719,20.045765,107.49563,121.48977,21.23152,108.34606,120.17852,15.578341,106.18011,116.8088,58.704972,96.60929,104.86635,52.843,106.62039,85.949063,63.530539,107.7502,87.117112,34.202723,117.545,114.02698,37.895967,122.07158,101.45376,40.77744,124.95973,93.990579,64.372519,104.03326,86.026215,1142,"Nov17 After 0945",3.8033333,"Cat 01","Nov 17 2016 Cat 01 Trial 09"
0.65857542,100.49801,108.33244,25.396605,111.77707,91.55697,13.5447,109.61354,102.79369,13.334765,87.659519,136.75156,-4.0070993,75.630092,145.82004,-8.1651877,73.025254,136.47857,-21.20466,67.592699,145.10245,-23.921204,66.864606,138.12001,NA,NA,NA,NA,NA,NA,50.00626,117.77505,91.707131,54.813712,113.21832,86.413882,NA,NA,NA,8.8338363,90.353133,89.216543,-16.49129,80.826936,91.908806,NA,NA,NA,53.087161,125.64496,87.594497,73.921623,125.47172,81.47901,64.9089,127.04496,88.838747,30.698774,84.179909,137.49537,21.50488,84.745523,140.15137,30.546697,88.83231,136.89686,65.705919,117.95991,114.54508,85.926557,96.769089,108.19088,60.324578,101.3089,123.18765,24.928753,112.9046,112.55379,29.563635,115.88055,113.41056,28.888023,119.54599,99.93924,19.922958,107.72939,121.55025,21.09356,108.49285,120.39072,15.456617,106.41486,116.87284,57.082288,95.685205,105.15794,52.598448,106.50181,85.751076,63.239753,107.62922,86.906345,34.155287,117.74568,114.18532,37.905961,122.36349,101.6172,40.867322,125.21909,94.2517,64.018834,103.84696,85.763496,1143,"Nov17 After 0945",3.8066667,"Cat 01","Nov 17 2016 Cat 01 Trial 09"
0.4446669,100.88163,108.39081,25.191164,111.84351,91.446173,13.404711,109.76338,102.86616,13.091667,87.952167,136.71379,-4.2524751,75.84226,145.87675,-8.5420598,73.36573,136.59617,-21.498937,67.875389,145.13306,-24.124361,67.166522,138.36869,NA,NA,NA,NA,NA,NA,49.96641,117.80188,91.707947,54.660473,113.36999,86.304278,NA,NA,NA,8.477958,90.629174,89.254173,-16.890979,81.095237,91.979713,NA,NA,NA,53.320877,125.96434,87.870399,73.997102,125.43436,81.753869,65.001314,127.09782,89.109833,30.406136,84.278513,137.40567,21.242019,84.950634,140.2062,30.434068,88.975768,136.98766,65.687292,117.86658,114.73017,85.743667,96.531962,108.37178,60.235505,101.31064,123.34991,24.883205,113.10881,112.62355,29.603432,116.0767,113.58712,28.881012,119.95351,100.01062,19.920669,107.92909,121.6273,21.06373,108.69533,120.22778,15.372855,106.84716,116.93348,55.329287,94.48211,105.07323,52.425577,106.56067,85.735315,62.955297,107.51106,86.514637,34.160353,117.93667,114.35231,37.959595,122.42189,101.78873,40.916297,125.48679,94.326732,63.770953,103.6491,85.603024,1144,"Nov17 After 0945",3.81,"Cat 01","Nov 17 2016 Cat 01 Trial 09"
0.29259524,101.1465,108.54914,25.007131,112.02252,91.43041,13.249052,110.05428,102.85576,12.874407,88.132021,136.77266,-4.5093046,76.217661,145.81803,-8.7791806,73.658106,136.4704,-21.813054,68.310381,145.07962,-24.432859,67.546071,138.30673,NA,NA,NA,NA,NA,NA,49.980533,117.8908,91.793098,54.482911,113.64036,86.191823,NA,NA,NA,8.1328861,90.853586,89.314891,-17.153346,81.434496,92.060886,NA,NA,NA,53.388025,126.11268,88.039229,74.177093,125.48223,82.133183,65.225497,127.12036,89.398888,30.181416,84.499312,137.47014,21.058966,85.100976,140.25913,30.205238,89.174875,136.98106,65.725163,117.83551,114.90962,85.648139,96.461657,108.45854,60.135805,101.27425,123.44661,24.914023,113.48526,112.6901,29.660742,116.36115,113.75738,28.916468,120.35764,100.09059,19.743108,108.10303,121.696,21.013502,108.85365,120.46551,15.312926,106.96396,117.01013,53.594595,93.400315,104.89669,52.008882,106.50134,85.499253,62.698478,107.29732,86.226409,34.222712,118.08993,114.42851,37.99155,122.59693,101.95615,40.970582,125.77809,94.411379,63.533957,103.50728,85.386047,1145,"Nov17 After 0945",3.8133333,"Cat 01","Nov 17 2016 Cat 01 Trial 09"
0.17357201,101.58348,108.60709,24.840383,112.29143,91.410316,13.168598,110.28839,102.93044,12.722167,88.368287,136.82459,-4.781713,76.51269,145.76755,-9.0778078,73.990565,136.6066,-22.065302,68.608499,145.11808,-24.663585,67.982845,138.39507,NA,NA,NA,NA,NA,NA,49.989547,118.19097,91.78124,54.351343,113.67155,86.174996,NA,NA,NA,7.8680582,91.044792,89.290439,-17.47925,81.865709,92.03895,NA,NA,NA,53.547067,126.27476,88.412069,74.406525,125.56781,82.521975,65.290663,127.28708,89.755237,30.029917,84.62384,137.57073,20.8343,85.302412,140.23368,30.102592,89.230922,137.15524,65.684314,117.86166,114.90929,85.559748,96.192695,108.46514,60.119641,101.18584,123.54404,24.872887,113.71297,112.77021,29.65369,116.53895,113.82477,29.026063,120.70314,100.34508,19.777137,108.27688,121.68234,20.946573,109.15909,120.63109,15.2119,107.08435,117.07878,51.92975,92.355685,104.842,51.806975,106.473,85.274004,62.5412,107.14586,86.034097,34.234481,118.37541,114.58945,38.12811,122.85872,102.0458,41.14405,126.01028,94.590853,63.327472,103.39014,85.105859,1146,"Nov17 After 0945",3.8166667,"Cat 01","Nov 17 2016 Cat 01 Trial 09"
-0.018476433,101.85289,108.75792,24.672564,112.32904,91.386816,13.063936,110.61431,102.99208,12.437211,88.491057,136.79966,-5.0101337,76.805511,145.81641,-9.2948354,74.339507,136.55181,-22.286349,68.900032,145.07858,-24.881807,68.360214,138.47085,NA,NA,NA,NA,NA,NA,50.066963,118.37064,91.781738,54.284191,113.79431,86.073529,NA,NA,NA,7.6493809,91.257772,89.372277,-17.762797,82.293824,92.11044,NA,NA,NA,53.701853,126.39692,88.500044,74.627956,125.58943,82.879285,65.511841,127.3063,90.132894,29.843277,84.686415,137.64032,20.651565,85.45278,140.28642,29.928893,89.377941,137.0715,65.706591,117.74222,115.09468,85.40402,96.153769,108.73301,59.989487,101.21457,123.61499,24.782319,114.12104,112.90932,29.63055,116.85273,113.98674,29.126075,121.23198,100.49195,19.654657,108.5106,121.7429,20.913261,109.30579,120.46414,15.207185,107.48542,117.14551,50.289005,91.448776,105.00414,51.641711,106.44162,85.136834,62.315087,107.11647,85.73859,34.213213,118.48525,114.76276,38.181996,123.14708,102.21712,41.260699,126.176,94.864627,63.046092,103.26443,84.727207,1147,"Nov17 After 0945",3.82,"Cat 01","Nov 17 2016 Cat 01 Trial 09"
-0.052558601,102.08131,108.92864,24.570276,112.47721,91.377668,12.924395,110.76395,103.06441,12.289915,88.837132,136.76157,-5.1954512,77.045627,145.78915,-9.5309979,74.631954,136.42604,-22.5626,69.260789,145.09998,-25.135688,68.57615,138.40437,NA,NA,NA,NA,NA,NA,49.998515,118.49097,91.769392,54.151878,113.85447,85.884623,NA,NA,NA,7.4022142,91.538464,89.434197,-18.142499,82.646293,92.175617,NA,NA,NA,53.908941,126.5596,88.792813,74.872513,125.67021,83.44357,65.705802,127.43926,90.595286,29.529775,84.805703,137.58881,20.48587,85.712759,140.34259,29.75481,89.376082,137.25305,65.792177,117.71442,115.10326,85.340981,96.063978,108.82075,59.861036,101.06708,123.70645,24.792786,114.61219,112.97078,29.666117,117.02705,114.06337,29.159281,121.63327,100.66038,19.669487,108.79729,121.81295,20.789099,109.47605,120.71483,15.166561,107.71416,117.13583,48.73641,90.401804,105.30614,51.348821,106.3242,85.020867,62.164277,106.9676,85.365554,34.332161,118.65254,114.85748,38.296109,123.29231,102.39138,41.353221,126.44002,94.947989,62.867357,103.23309,84.404504,1148,"Nov17 After 0945",3.8233333,"Cat 01","Nov 17 2016 Cat 01 Trial 09"
-0.22252213,102.46147,109.08321,24.467249,112.62384,91.457597,12.885307,110.99561,103.05767,12.290305,88.923985,136.78843,-5.4284726,77.169194,145.8382,-9.7206107,74.898067,136.47789,-22.795226,69.493921,145.06616,-25.354706,68.952217,138.44272,NA,NA,NA,NA,NA,NA,50.099437,118.55265,91.773297,54.01019,114.00577,85.777462,NA,NA,NA,7.1252366,91.666303,89.513717,-18.46178,82.903572,92.1665,NA,NA,NA,54.104024,126.67341,89.066716,75.156058,125.70144,84.086637,65.779458,127.39818,90.959011,29.382169,84.865025,137.59231,20.300421,85.862435,140.30464,29.5801,89.499405,137.2281,65.818353,117.61952,115.29662,85.249583,95.794527,108.91877,59.785236,101.0926,123.88044,24.846298,114.87035,113.22061,29.779775,117.37213,114.22586,29.326976,122.06902,100.74072,19.650321,108.91001,121.89666,20.885782,109.71233,120.76828,15.202632,107.88654,117.21219,47.049831,89.626377,105.58881,51.181631,106.3856,84.825027,61.969077,106.84392,85.083204,34.306392,118.73878,115.02089,38.349403,123.57751,102.65132,41.519398,126.64482,95.206219,62.632488,102.99271,84.182691,1149,"Nov17 After 0945",3.8266667,"Cat 01","Nov 17 2016 Cat 01 Trial 09"
-0.21069954,102.72358,109.05845,24.28058,112.6884,91.388516,12.800497,111.2057,103.12251,12.05115,89.129779,136.81333,-5.6223997,77.456419,145.80824,-9.9517031,75.192495,136.44184,-22.98291,69.941272,145.01099,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.176785,118.73215,91.773794,53.975399,114.31238,85.668825,NA,NA,NA,6.8823351,91.97159,89.495319,-18.710111,83.299565,92.145736,NA,NA,NA,54.36353,126.87844,89.256686,75.450226,125.68464,84.84005,66.072496,127.5893,91.513588,29.249731,85.030693,137.65757,20.103292,85.951708,140.37674,29.426094,89.73294,137.24277,65.840714,117.50015,115.48212,85.214468,95.704727,108.95934,59.743444,101.11864,123.88013,24.83914,115.27604,113.19854,29.857874,117.54284,114.31171,29.476716,122.41101,101.00338,19.648168,109.10973,121.97348,20.938059,109.97283,120.83729,15.16177,108.08884,117.37141,45.409233,88.805403,105.67883,51.079963,106.30155,84.630972,61.761566,106.90814,84.694037,34.408453,118.82059,115.03251,38.490065,123.62977,102.83901,41.68145,126.81008,95.399949,62.433739,103.05535,83.794164,1150,"Nov17 After 0945",3.83,"Cat 01","Nov 17 2016 Cat 01 Trial 09"
-0.43805507,103.02181,109.21126,24.176777,112.92686,91.422138,12.710064,111.44068,103.19504,11.929674,89.363201,136.87164,-5.8558401,77.721786,145.75658,-10.095755,75.531829,136.31656,-23.255919,70.159114,144.96851,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.324841,118.79366,91.697322,53.894922,114.34529,85.481532,NA,NA,NA,6.6397201,92.27685,89.477203,-18.956035,83.697357,92.213411,NA,NA,NA,54.538822,127.13086,89.625436,75.703113,125.81754,85.391817,66.293999,127.60811,91.889473,29.086414,85.154975,137.63052,19.955669,86.097578,140.25889,29.28513,89.791056,137.22956,65.883973,117.49608,115.57999,85.201069,95.523937,109.11663,59.682834,101.03119,124.05858,24.833604,115.67796,113.35513,29.942504,117.90919,114.3858,29.654138,122.84654,101.08578,19.582373,109.42846,121.94678,20.850441,109.96543,120.82202,15.129012,108.31194,117.27201,44.120918,88.163206,105.60596,50.89669,106.27179,84.438683,61.559013,106.75831,84.49185,34.441789,118.99171,115.19856,38.566663,123.80381,102.9254,41.770738,127.0676,95.660342,62.188354,102.74853,83.585461,1151,"Nov17 After 0945",3.8333333,"Cat 01","Nov 17 2016 Cat 01 Trial 09"
-0.51194359,103.25428,109.37416,24.031714,113.07835,91.40431,12.64059,111.67381,103.27137,11.787058,89.486788,136.83688,-6.0504813,77.983292,145.71503,-10.296297,75.718894,136.46513,-23.397235,70.418005,145.02569,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.299065,118.90919,91.783233,53.831906,114.49114,85.379412,NA,NA,NA,6.4311625,92.52791,89.447972,-19.215044,84.037008,92.293554,NA,NA,NA,54.781623,127.24559,89.819389,75.993279,125.88676,86.142175,66.463772,127.62222,92.434131,28.949404,85.214708,137.76043,19.798372,86.159454,140.33006,29.148662,89.849509,137.359,65.933635,117.46098,115.67005,85.078059,95.345053,109.2012,59.597227,101.05907,124.04854,24.875512,116.04644,113.5098,29.969101,118.08713,114.55177,29.804083,123.25564,101.33065,19.591604,109.52085,122.02938,20.912617,110.26235,120.9877,15.096128,108.60789,117.425,42.91011,87.518708,105.63924,50.729685,106.33324,84.242923,61.454514,106.60724,84.128422,34.475044,119.16289,115.36459,38.686697,123.97494,103.02003,41.998652,127.18021,95.849861,61.998329,102.8106,83.216893,1152,"Nov17 After 0945",3.8366667,"Cat 01","Nov 17 2016 Cat 01 Trial 09"
-0.58766852,103.48734,109.44837,23.984248,113.28711,91.477827,12.639431,111.87648,103.35146,11.688124,89.655485,136.83289,-6.2337332,78.081468,145.78854,-10.5042,75.982462,136.33519,-23.6167,70.683653,144.99553,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.355003,118.97316,91.778186,53.860201,114.65193,85.373072,NA,NA,NA,6.2545086,92.614833,89.533351,-19.491829,84.348995,92.187223,NA,NA,NA,55.002658,127.2638,90.194826,76.215231,125.98586,86.872931,66.553336,127.68943,92.979024,28.7599,85.276373,137.68374,19.6571,86.30655,140.39321,28.985283,89.909185,137.30681,65.949648,117.3727,115.86354,84.902597,95.217464,109.29,59.56327,100.85919,124.14323,24.897251,116.43241,113.48654,30.086321,118.22622,114.81479,29.981154,123.5086,101.5182,19.566669,109.53829,122.20866,20.83739,110.37987,121.05912,15.115038,108.69345,117.5077,41.780359,86.93387,105.57754,50.557487,106.39234,84.227463,61.411923,106.61045,84.028526,34.534459,119.24546,115.45651,38.757728,124.12232,103.18587,42.1005,127.43973,96.023836,61.866355,102.8415,83.161444,1153,"Nov17 After 0945",3.84,"Cat 01","Nov 17 2016 Cat 01 Trial 09"
-0.64575536,103.80647,109.51672,23.864464,113.3438,91.56189,12.499667,112.02752,103.33457,11.534354,89.718607,136.90651,-6.3895949,78.339131,145.75701,-10.67192,76.326697,136.29226,-23.817023,70.892434,144.95267,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.397776,118.96842,91.876393,53.793162,114.77482,85.271926,NA,NA,NA,6.0306485,92.899568,89.60232,-19.744384,84.661497,92.260321,NA,NA,NA,55.18095,127.28734,90.472873,76.425427,125.99732,87.518724,66.670178,127.6434,93.439231,28.658518,85.333538,137.80918,19.578011,86.361496,140.39513,28.940457,90.024194,137.42334,65.928853,117.2575,115.95126,84.869414,95.018247,109.38617,59.463318,100.82292,124.23998,24.930157,116.80774,113.64124,30.206655,118.39301,114.90989,30.126937,123.83096,101.68159,19.559494,109.71585,122.18607,20.853619,110.49313,120.9374,15.023321,108.92663,117.48787,40.959161,86.641523,105.80462,50.51484,106.39592,84.128672,61.214103,106.48527,83.836472,34.691541,119.38414,115.63936,38.8433,124.28661,103.36079,42.20907,127.4552,96.215982,61.705258,102.69237,82.839169,1154,"Nov17 After 0945",3.8433333,"Cat 01","Nov 17 2016 Cat 01 Trial 09"
-0.72362797,104.01735,109.68088,23.817919,113.55408,91.546398,12.457626,112.23251,103.4957,11.376418,89.955841,137.04476,-6.594772,78.521765,145.81224,-10.913315,76.541964,136.35296,-24.126041,71.11461,144.89997,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.47847,119.03,91.914717,53.806593,114.86472,85.357909,NA,NA,NA,5.872337,93.196836,89.597705,-20.030518,85.063549,92.234521,NA,NA,NA,55.254006,127.45991,90.650767,76.635647,126.00876,88.16446,66.788812,127.68431,93.982127,28.477918,85.395539,137.83785,19.396359,86.511755,140.44768,28.704391,90.026517,137.46043,65.955129,117.16272,116.14493,84.756731,94.85755,109.56999,59.419046,100.82384,124.32109,24.945975,117.09489,113.80203,30.166073,118.6177,115.05549,30.278174,124.17434,101.94345,19.542147,109.82704,122.35871,20.870067,110.57514,121.27221,15.0131,109.01357,117.65368,40.4847,86.524447,106.05211,50.390658,106.45387,84.031743,61.171536,106.48847,83.736611,34.567985,119.41433,115.71176,38.891815,124.37162,103.63048,42.292606,127.54829,96.384042,61.643033,102.69563,82.771214,1155,"Nov17 After 0945",3.8466667,"Cat 01","Nov 17 2016 Cat 01 Trial 09"
-0.83494886,104.27597,109.74623,23.856035,113.75425,91.726029,12.397347,112.3507,103.57333,11.256375,90.014788,136.9478,-6.8047934,78.703005,145.77863,-11.138545,76.644476,136.32964,-24.30355,71.377808,144.94657,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.472335,119.14482,91.988454,53.82535,114.97913,85.45344,NA,NA,NA,5.7063646,93.443991,89.665376,-20.254855,85.371264,92.223404,NA,NA,NA,55.415755,127.39303,90.932973,76.667327,125.99507,88.528727,66.835317,127.76477,94.200319,28.316348,85.456576,137.90977,19.236322,86.573138,140.42852,28.583421,90.059633,137.53142,65.89348,117.07367,116.23235,84.647045,94.697308,109.66254,59.36092,100.76155,124.41821,24.924245,117.40864,113.96403,30.201375,118.79017,115.15424,30.430367,124.52059,102.11675,19.444274,109.97018,122.43484,20.707133,110.72807,121.0633,14.896045,109.27188,117.72652,40.137759,86.350151,106.21603,50.300171,106.45867,84.014414,61.0813,106.51575,83.817885,34.67039,119.49211,115.87947,38.908894,124.46116,103.62508,42.410922,127.71584,96.569268,61.57206,102.72297,82.820076,1156,"Nov17 After 0945",3.85,"Cat 01","Nov 17 2016 Cat 01 Trial 09"
-0.9165068,104.48514,109.72232,23.792326,113.87476,91.714882,12.396288,112.55339,103.65329,11.102864,90.077948,137.02108,-6.9832689,78.792491,145.76284,-11.32962,76.934741,136.30322,-24.544871,71.5894,144.82773,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.529647,119.22915,92.149372,53.822609,114.97715,85.543042,NA,NA,NA,5.5819175,93.686843,89.649688,-20.559177,85.629563,92.304408,NA,NA,NA,55.443572,127.56782,91.102105,76.743484,125.9577,88.804406,66.887646,127.7292,94.43209,28.121255,85.348627,137.90608,19.036902,86.662081,140.41044,28.420252,90.119623,137.51251,65.890668,117.06888,116.41175,84.46986,94.550658,109.74629,59.202967,100.63644,124.59183,24.940468,117.69568,114.12456,30.224638,118.89436,115.4258,30.475586,124.75879,102.36741,19.38245,110.08775,122.42056,20.733255,110.83342,121.38799,14.858686,109.29934,117.72816,39.995134,86.318464,106.30549,50.301994,106.48226,84.114135,61.051832,106.63354,83.905339,34.632541,119.51562,115.99199,38.907399,124.45557,103.80281,42.409111,127.71204,96.679986,61.488961,102.86684,82.97867,1157,"Nov17 After 0945",3.8533333,"Cat 01","Nov 17 2016 Cat 01 Trial 09"
