"PectoralGirdleL_bead_cau_X","PectoralGirdleL_bead_cau_Y","PectoralGirdleL_bead_cau_Z","PectoralGirdleL_bead_cra_X","PectoralGirdleL_bead_cra_Y","PectoralGirdleL_bead_cra_Z","PectoralGirdleL_bead_mid_X","PectoralGirdleL_bead_mid_Y","PectoralGirdleL_bead_mid_Z","Epaxial_bead_cra_X","Epaxial_bead_cra_Y","Epaxial_bead_cra_Z","Epaxial_bead_mid1_dor_X","Epaxial_bead_mid1_dor_Y","Epaxial_bead_mid1_dor_Z","Epaxial_bead_mid1_ven_X","Epaxial_bead_mid1_ven_Y","Epaxial_bead_mid1_ven_Z","Epaxial_bead_mid2_dor_X","Epaxial_bead_mid2_dor_Y","Epaxial_bead_mid2_dor_Z","Epaxial_bead_mid2_ven_X","Epaxial_bead_mid2_ven_Y","Epaxial_bead_mid2_ven_Z","Epaxial_bead_mid3_dor_X","Epaxial_bead_mid3_dor_Y","Epaxial_bead_mid3_dor_Z","Epaxial_bead_mid3_ven_X","Epaxial_bead_mid3_ven_Y","Epaxial_bead_mid3_ven_Z","HyoidL_bead_cau_X","HyoidL_bead_cau_Y","HyoidL_bead_cau_Z","HyoidL_bead_cra_X","HyoidL_bead_cra_Y","HyoidL_bead_cra_Z","Hypaxial_bead_cau_X","Hypaxial_bead_cau_Y","Hypaxial_bead_cau_Z","Hypaxial_bead_cra_X","Hypaxial_bead_cra_Y","Hypaxial_bead_cra_Z","Hypaxial_bead_mid1_X","Hypaxial_bead_mid1_Y","Hypaxial_bead_mid1_Z","Hypaxial_bead_mid2_X","Hypaxial_bead_mid2_Y","Hypaxial_bead_mid2_Z","LowerJawL_bead_cau_X","LowerJawL_bead_cau_Y","LowerJawL_bead_cau_Z","LowerJawL_bead_cra_X","LowerJawL_bead_cra_Y","LowerJawL_bead_cra_Z","LowerJawL_bead_mid_X","LowerJawL_bead_mid_Y","LowerJawL_bead_mid_Z","Neurocranium_bead_cau_e1_X","Neurocranium_bead_cau_e1_Y","Neurocranium_bead_cau_e1_Z","Neurocranium_bead_cau_e2_X","Neurocranium_bead_cau_e2_Y","Neurocranium_bead_cau_e2_Z","Neurocranium_bead_cau_X","Neurocranium_bead_cau_Y","Neurocranium_bead_cau_Z","Neurocranium_bead_cra_L_X","Neurocranium_bead_cra_L_Y","Neurocranium_bead_cra_L_Z","Neurocranium_bead_cra_R_X","Neurocranium_bead_cra_R_Y","Neurocranium_bead_cra_R_Z","Neurocranium_bead_mid_X","Neurocranium_bead_mid_Y","Neurocranium_bead_mid_Z","OperculumL_bead_cau_dor_X","OperculumL_bead_cau_dor_Y","OperculumL_bead_cau_dor_Z","OperculumL_bead_cra_dor_X","OperculumL_bead_cra_dor_Y","OperculumL_bead_cra_dor_Z","OperculumL_bead_ven_X","OperculumL_bead_ven_Y","OperculumL_bead_ven_Z","PostTemporalL_bead_cau_dor_X","PostTemporalL_bead_cau_dor_Y","PostTemporalL_bead_cau_dor_Z","PostTemporalL_bead_cra_dor_X","PostTemporalL_bead_cra_dor_Y","PostTemporalL_bead_cra_dor_Z","PostTemporalL_bead_ven_X","PostTemporalL_bead_ven_Y","PostTemporalL_bead_ven_Z","Prey_bead_X","Prey_bead_Y","Prey_bead_Z","Sternohyoid_bead_cau_X","Sternohyoid_bead_cau_Y","Sternohyoid_bead_cau_Z","Sternohyoid_bead_cra_X","Sternohyoid_bead_cra_Y","Sternohyoid_bead_cra_Z","SuspensoriumL_bead_dor_X","SuspensoriumL_bead_dor_Y","SuspensoriumL_bead_dor_Z","SuspensoriumL_bead_mid_X","SuspensoriumL_bead_mid_Y","SuspensoriumL_bead_mid_Z","SuspensoriumL_bead_ven_X","SuspensoriumL_bead_ven_Y","SuspensoriumL_bead_ven_Z","Urohyal_bead_X","Urohyal_bead_Y","Urohyal_bead_Z","frame","calibration","time","individual","trial"
-0.82480539,111.05388,90.463293,30.263391,108.45569,84.14361,15.790829,112.42257,90.855229,-6.3045438,93.014357,119.39286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.258875,100.10826,91.085424,56.55919,93.735551,87.759911,NA,NA,NA,5.6566089,97.874995,75.058906,-25.928869,99.775165,70.007613,NA,NA,NA,59.897883,105.64075,89.398367,78.358998,95.246917,93.756346,68.713257,101.21939,96.156855,6.2909401,81.179918,123.82224,-1.7381008,86.3157,124.15601,8.677754,85.276988,124.00539,58.16489,92.471003,115.88248,66.058331,63.959658,111.02223,43.046144,80.79772,120.12314,23.317534,110.50422,102.9277,28.240103,109.86304,105.46818,34.030488,113.54632,93.145804,13.585622,107.24729,109.6885,15.377821,107.32223,108.88198,10.797966,108.56322,103.96602,154.77594,66.739112,28.728344,51.727099,89.617748,85.840612,60.504184,85.537695,91.206523,32.247959,108.54471,107.57507,41.042963,110.65323,97.030982,47.238977,111.6889,91.022225,59.958484,81.930899,89.755342,391,"Nov17 After 0945",1.3,"Cat 01","Nov 17 2016 Cat 01 Trial 09"
-0.74802835,111.02105,90.466264,30.405686,108.41061,84.15716,15.912853,112.38603,90.955578,-6.1565954,92.947184,119.31561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.358922,100.14664,91.011709,56.635614,93.582287,87.681459,NA,NA,NA,5.6867243,97.806684,75.074184,-25.853869,99.740122,70.175749,NA,NA,NA,59.973896,105.54511,89.420738,78.448495,95.21956,93.765616,68.801289,101.19147,96.165895,6.2909401,81.179918,123.82224,-1.6206154,86.253685,124.25079,8.7321039,85.246157,123.95593,58.149696,92.382641,115.88841,66.058331,63.959658,111.02223,43.089283,80.795376,120.1325,23.440699,110.47014,102.94353,28.240076,109.86161,105.5579,34.113472,113.51624,93.152634,13.744679,107.18323,109.79001,15.514822,107.25776,109.21162,10.780496,108.4756,103.97144,154.77594,66.739112,28.728344,51.886887,89.468089,85.860058,60.484108,85.422687,91.29273,32.288246,108.53131,107.63127,41.154082,110.59562,97.125452,47.363637,111.63241,91.029189,60.014456,81.812627,89.745978,392,"Nov17 After 0945",1.3033333,"Cat 01","Nov 17 2016 Cat 01 Trial 09"
-0.63178185,111.03612,90.563693,30.502604,108.36752,84.252125,15.982032,112.35549,90.958594,-6.1565954,92.947184,119.31561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.411917,99.934107,91.11891,56.756191,93.443227,87.681904,NA,NA,NA,5.7415059,97.866914,75.068383,-25.763197,99.790779,70.087333,NA,NA,NA,60.084204,105.39716,89.523527,78.507405,94.985165,93.774458,68.97369,101.11073,96.175223,6.3133372,81.066557,123.82718,-1.5808391,86.249719,124.25951,8.7374075,85.049456,123.96767,58.219015,92.241987,115.89453,66.088107,63.846165,111.02789,43.14267,80.566168,120.14431,23.521426,110.43804,103.04008,28.390247,109.73282,105.66682,34.152503,113.4892,93.1512,13.785065,107.18066,109.70847,15.575745,107.14121,109.02902,10.937463,108.41209,103.98339,154.82816,66.836693,28.826887,51.977054,89.438629,85.776349,60.605839,85.326472,91.325727,32.412537,108.38999,107.6975,41.209024,110.59223,97.136502,47.406163,111.62822,91.127888,59.986051,81.814052,89.777184,393,"Nov17 After 0945",1.3066667,"Cat 01","Nov 17 2016 Cat 01 Trial 09"
-0.55260611,110.95007,90.565594,30.561491,108.40933,84.25791,16.109781,112.29535,90.962894,-6.1203578,92.917909,119.31339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.457309,99.931888,91.127755,56.777255,93.313717,87.787425,NA,NA,NA,5.8038999,97.744207,75.073284,-25.699721,99.848718,70.171664,NA,NA,NA,60.129644,105.39522,89.532897,78.550488,94.983716,93.874792,69.008879,101.04304,96.197423,6.4324088,81.030365,123.84398,-1.544289,86.244947,124.17832,8.8184555,85.042295,123.9864,58.263143,92.240139,115.90406,66.174189,63.731069,111.04445,43.228693,80.560426,120.07049,23.602116,110.40736,103.04718,28.424579,109.68669,105.58877,34.278194,113.45435,93.255848,13.847939,107.06082,109.80981,15.615376,107.22832,108.89956,11.074921,108.46419,103.99193,154.82816,66.836693,28.826887,51.959132,89.347598,85.871549,60.651439,85.299349,91.233086,32.417048,108.36684,107.69838,41.315805,110.44542,97.147971,47.473311,111.50669,91.229791,60.1264,81.758933,89.806561,394,"Nov17 After 0945",1.31,"Cat 01","Nov 17 2016 Cat 01 Trial 09"
-0.48045685,111.09723,90.641816,30.684449,108.30916,84.263607,16.109412,112.29393,91.051569,-6.0053812,92.880347,119.32729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.494622,99.880663,91.117615,56.858706,93.470149,87.789662,NA,NA,NA,5.963585,97.677787,75.077253,-25.636991,99.811464,70.164457,NA,NA,NA,60.216341,105.36672,89.54188,78.640042,94.956362,93.884069,69.029989,100.89958,96.283888,6.4163133,80.945955,123.85062,-1.4665354,86.186857,124.26441,8.8403777,84.929605,123.99142,58.36149,92.009304,115.92567,66.207976,63.730109,111.05103,43.27074,80.533575,120.07007,23.68283,110.37668,103.05428,28.595789,109.67023,105.60119,34.405163,113.42126,93.270943,13.902633,107.12029,109.80212,15.674972,107.08536,109.09189,11.094536,108.3486,103.99533,154.77594,66.739112,28.728344,52.088784,89.291483,85.878782,60.691674,85.273451,91.325115,32.516722,108.23756,107.69843,41.375168,110.53123,97.242124,47.557996,111.4772,91.23772,60.152935,81.642504,89.865447,395,"Nov17 After 0945",1.3133333,"Cat 01","Nov 17 2016 Cat 01 Trial 09"
-0.37975797,110.97063,90.742643,30.706104,108.28091,84.273808,16.231857,112.25885,91.063138,-5.9683281,92.851167,119.34733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.630745,99.8739,91.144046,56.981975,93.378138,87.798926,NA,NA,NA,6.0234743,97.763335,75.079158,-25.531426,99.886741,70.167767,NA,NA,NA,60.28552,105.24539,89.645212,78.669599,94.839217,93.88851,69.207128,100.86785,96.402136,6.4387289,80.832606,123.85554,-1.4299776,86.182056,124.18318,8.9174564,84.872063,123.98821,58.405637,92.007482,115.93527,66.237777,63.616652,111.05667,43.282134,80.331286,120.08224,23.80179,110.31731,103.14925,28.656231,109.52748,105.70544,34.483293,113.3671,93.268092,14.043402,106.97004,109.82009,15.808232,107.1616,109.02488,11.112692,108.34649,104.03696,154.87259,66.803863,28.828785,52.119067,89.197949,85.891055,60.780145,85.245214,91.334571,32.574474,108.26448,107.70497,41.45603,110.47881,97.150075,47.681975,111.34815,91.258398,60.165241,81.550992,89.874866,396,"Nov17 After 0945",1.3166667,"Cat 01","Nov 17 2016 Cat 01 Trial 09"
-0.28965837,111.00279,90.710442,30.832752,108.24301,84.366813,16.349024,112.19967,91.065683,-5.8934666,92.817703,119.33091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.656412,99.755678,91.14739,57.020348,93.279836,87.811378,NA,NA,NA,6.0408982,97.852861,75.07621,-25.401096,99.959403,70.257563,NA,NA,NA,60.428263,105.28197,89.65002,78.835347,94.693716,93.911002,69.209969,100.86875,96.311143,6.5308545,80.883198,123.76556,-1.3661404,86.065712,124.28675,8.9959332,84.863995,123.91614,58.534388,91.953355,115.94511,66.31265,63.501944,111.07109,43.368437,80.326667,120.10098,23.823029,110.20238,103.06352,28.694992,109.50023,105.70407,34.527246,113.36406,93.276322,14.089908,107.03544,109.90232,15.826302,106.85967,109.12332,11.252598,108.28403,104.09643,154.78121,66.834202,28.820565,52.206741,89.16879,85.899069,60.911594,85.190567,91.343803,32.661316,108.2098,107.80384,41.508043,110.29011,97.357317,47.712021,111.3279,91.25771,60.24746,81.437776,89.854814,397,"Nov17 After 0945",1.32,"Cat 01","Nov 17 2016 Cat 01 Trial 09"
-0.16731646,110.99038,90.662451,30.925805,108.2665,84.370975,16.391234,112.19461,91.161177,-5.8521458,92.617718,119.34954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.78851,99.72448,91.1644,57.113077,93.2275,87.820368,NA,NA,NA,6.1031679,97.730146,75.103235,-25.372524,99.90355,70.331788,NA,NA,NA,60.459021,105.18841,89.663307,78.881906,94.692715,93.919786,69.32586,100.72333,96.324771,6.6468052,80.763024,123.88228,-1.2955586,85.947535,124.30256,9.0344838,84.835223,123.91451,58.562381,91.863134,116.05251,66.392816,63.478587,110.9861,43.395175,80.21213,120.10683,23.908261,110.1942,103.17034,28.819133,109.46664,105.72073,34.692029,113.30214,93.379558,14.165153,106.93385,109.92344,15.883411,106.83726,109.20923,11.294117,108.28025,104.1044,154.81707,66.743459,28.824034,52.248771,89.141832,85.898307,60.8907,85.124194,91.262864,32.761517,108.13437,107.82452,41.632974,110.23492,97.274137,47.836822,111.27152,91.264797,60.329311,81.403253,89.84173,398,"Nov17 After 0945",1.3233333,"Cat 01","Nov 17 2016 Cat 01 Trial 09"
-0.16731646,110.99038,90.662451,31.061287,108.28565,84.472681,16.497794,112.13639,91.162016,-5.8018283,92.671474,119.25191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.902967,99.668557,91.260703,57.152405,93.200606,87.911399,NA,NA,NA,6.2793459,97.844602,75.127737,-25.234208,99.975092,70.422163,NA,NA,NA,60.526899,105.04367,89.666372,78.968031,94.640058,93.920882,69.393024,100.57862,96.420391,6.7156017,80.731394,123.88752,-1.26892,85.943743,124.2192,9.1382123,84.691155,124.01807,58.631886,91.722495,116.05868,66.419192,63.271279,110.99702,43.495738,80.270645,120.10949,24.027477,110.13795,103.18744,28.90054,109.43482,105.8182,34.735978,113.29915,93.387798,14.226965,106.8151,109.93537,15.993186,106.95712,109.1941,11.37364,108.24741,104.19953,154.77011,66.740959,28.817707,52.294425,89.139636,85.907094,60.975815,85.004692,91.278629,32.832887,108.10045,107.82161,41.675681,110.2307,97.373107,47.88147,111.26902,91.273666,60.429582,81.399445,89.86303,399,"Nov17 After 0945",1.3266667,"Cat 01","Nov 17 2016 Cat 01 Trial 09"
-0.012843645,110.92367,90.756365,31.051621,108.13095,84.388415,16.568427,112.22175,91.166065,-5.7370283,92.580196,119.36338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.955707,99.641223,91.262266,57.222645,93.164447,87.829154,NA,NA,NA,6.2754593,97.728132,75.074728,-25.161839,99.939341,70.336437,NA,NA,NA,60.673914,105.10488,89.681103,78.997722,94.547878,94.025152,69.438964,100.57712,96.429473,6.7380628,80.618077,123.89246,-1.1943029,85.884777,124.2153,9.1761805,84.686664,123.93662,58.677059,91.720723,115.97651,66.420987,63.268662,110.90285,43.550335,80.066189,120.13102,24.091246,110.01654,103.18823,28.982023,109.40441,105.82589,34.858122,113.24195,93.393201,14.360757,106.84314,109.93373,16.156579,106.82915,109.26254,11.428179,108.21836,104.16271,154.81707,66.743459,28.824034,52.424162,89.083535,85.914379,61.107312,84.950029,91.287805,32.951975,108.11492,107.92642,41.755366,110.17671,97.371065,47.964098,111.23797,91.371586,60.491012,81.318796,89.864085,400,"Nov17 After 0945",1.33,"Cat 01","Nov 17 2016 Cat 01 Trial 09"
0.028453605,110.91951,90.762183,31.162134,108.16035,84.48067,16.630939,112.10044,91.175062,-5.5855269,92.513438,119.37498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.958024,99.641868,91.171221,57.31361,93.178668,87.937862,NA,NA,NA,6.3491108,97.721157,75.171473,-25.149298,100.00014,70.327182,NA,NA,NA,60.74604,104.98478,89.694057,79.098983,94.520289,94.036709,69.529992,100.55014,96.347729,6.8141902,80.584264,123.8091,-1.1544776,85.880843,124.22416,9.1761805,84.686664,123.93662,58.790799,91.578253,115.99238,66.495314,63.129337,110.90904,43.592196,80.038221,120.03804,24.176542,110.00986,103.20557,29.046722,109.28389,105.92894,34.900758,113.23726,93.491039,14.422608,106.72438,109.94564,16.090983,106.76572,109.22814,11.556027,108.09152,104.31404,154.72318,66.738484,28.811376,52.515487,89.079203,85.932035,61.132777,84.833374,91.383749,32.990278,107.89559,107.94684,41.883263,110.14429,97.38793,48.093514,111.2061,91.388522,60.567004,81.252548,89.805673,401,"Nov17 After 0945",1.3333333,"Cat 01","Nov 17 2016 Cat 01 Trial 09"
0.10040812,110.8612,90.844576,31.245193,108.12958,84.487088,16.728254,112.15901,91.17526,-5.549188,92.484195,119.37278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.129208,99.583198,91.278616,57.413968,93.061065,87.948803,NA,NA,NA,6.4483438,97.729015,75.076764,-25.007134,99.952819,70.325529,NA,NA,NA,60.788746,104.9817,89.794132,79.163574,94.402464,94.047797,69.600918,100.43039,96.452351,6.8545459,80.580676,123.8184,-1.0431915,85.817101,124.13916,9.3138364,84.517188,123.96038,58.819854,91.488111,116.00804,66.585458,63.126768,110.92665,43.662148,79.921471,120.05326,24.253018,109.95526,103.20237,29.162955,109.20546,105.84687,35.005836,113.08964,93.500946,14.501703,106.69295,109.95168,16.255267,106.77227,109.22495,11.651299,108.1486,104.22531,154.81707,66.743459,28.824034,52.509316,89.054721,86.014187,61.195871,84.921852,91.297278,33.070351,107.94707,107.95058,41.967169,110.1146,97.395882,48.152496,111.0377,91.481814,60.655268,81.22435,89.833569,402,"Nov17 After 0945",1.3366667,"Cat 01","Nov 17 2016 Cat 01 Trial 09"
0.18247589,110.85395,90.768457,31.330486,108.01538,84.495776,16.790398,112.0363,91.272938,-5.4733887,92.450834,119.37857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.158883,99.489522,91.291468,57.410113,92.982989,87.951616,NA,NA,NA,6.5263514,97.744428,75.172873,-24.965774,100.10172,70.298709,NA,NA,NA,60.860396,104.8599,89.796276,79.20664,94.37613,94.048361,69.6325,100.33796,96.465843,6.9720931,80.519234,123.82428,-0.92294847,85.780658,124.24508,9.3318715,84.451673,123.9724,58.862223,91.461936,116.00816,66.570902,63.039422,110.9318,43.789799,79.866666,120.15442,24.317001,110.06498,103.21598,29.193052,109.13439,105.94994,35.049769,113.08666,93.509164,14.580807,106.66152,109.9577,16.279617,106.68113,109.23834,11.725615,108.09281,104.22131,154.77011,66.740959,28.817707,52.627357,88.932096,86.034595,61.206543,84.714364,91.39707,33.145437,107.78227,107.96576,42.090992,110.05793,97.40286,48.230373,110.96503,91.502749,60.590855,81.131299,90.010514,403,"Nov17 After 0945",1.34,"Cat 01","Nov 17 2016 Cat 01 Trial 09"
0.29524445,110.79258,90.768927,31.38809,108.09976,84.58987,16.912919,112.00135,91.284141,-5.437067,92.446388,119.29748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.273762,99.344687,91.222519,57.453284,92.978796,88.041714,NA,NA,NA,6.5911527,97.803969,75.256614,-24.904716,100.00542,70.328107,NA,NA,NA,60.88756,104.74352,89.810598,79.296265,94.3488,94.057775,69.762923,100.28374,96.47534,7.0003946,80.452353,123.83856,-0.88879209,85.750321,124.15312,9.4192607,84.393232,123.97149,58.874375,91.259079,116.02013,66.677609,62.808876,110.85774,43.817413,79.775653,120.07745,24.359757,109.83222,103.2234,29.27461,109.10401,105.9577,35.15357,112.93734,93.608713,14.661053,106.62905,110.05321,16.413808,106.70988,109.23659,11.787859,107.97238,104.32189,154.82566,66.801394,28.822473,52.660266,88.838348,85.955244,61.340717,84.684479,91.41627,33.212769,107.81976,107.97105,42.117092,109.96356,97.506612,48.355322,110.90873,91.509918,60.749552,81.055474,89.906564,404,"Nov17 After 0945",1.3433333,"Cat 01","Nov 17 2016 Cat 01 Trial 09"
0.35505752,110.87572,90.858153,31.512832,107.99157,84.606755,17.047614,112.03223,91.282133,-5.397565,92.41748,119.38437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.271449,99.342225,91.303049,57.566417,92.809711,87.962556,NA,NA,NA,6.7036451,97.767797,75.174407,-24.779078,100.02576,70.320671,NA,NA,NA,61.058546,104.68544,89.919588,79.359177,94.140049,94.075026,69.80891,100.28232,96.48459,7.0575198,80.28897,123.84346,-0.89180254,85.579748,124.17322,9.4598783,84.389664,123.9808,59.047578,91.203127,116.03995,66.722726,62.807646,110.86668,43.802099,79.688129,120.08373,24.52172,109.7696,103.32702,29.313452,109.07678,105.95637,35.25502,112.99948,93.521379,14.759954,106.58979,110.06073,16.476849,106.59002,109.33787,11.865787,107.94184,104.23857,154.77594,66.739112,28.728344,52.787484,88.782579,86.054321,61.386455,84.65741,91.323645,33.331143,107.73065,107.97947,42.173627,110.02674,97.500902,48.444246,110.97035,91.51166,60.851239,80.983332,89.932963,405,"Nov17 After 0945",1.3466667,"Cat 01","Nov 17 2016 Cat 01 Trial 09"
0.46788238,110.81441,90.858682,31.54984,107.91868,84.60651,17.047212,112.03083,91.370874,-5.2458445,92.35079,119.39595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.397358,99.285792,91.401716,57.699149,92.779007,87.979823,NA,NA,NA,6.7935365,97.733719,75.266192,-24.705428,99.990332,70.340885,NA,NA,NA,61.061376,104.68659,89.828999,79.495368,94.111752,94.093417,69.93935,100.22813,96.494154,7.0951333,80.284059,123.7618,-0.7672196,85.515941,124.18055,9.473803,84.30322,123.99448,59.091781,91.201332,116.04977,66.811654,62.755618,110.86765,43.872099,79.571543,120.09897,24.560013,109.74233,103.32545,29.476651,109.01607,105.97195,35.309921,112.99578,93.53162,14.8193,106.56624,110.06524,16.556144,106.55884,109.34369,11.967334,108.02087,104.33813,154.77011,66.740959,28.817707,52.832134,88.75529,85.961797,61.499965,84.628549,91.37825,33.416504,107.67442,108.07848,42.269566,109.92885,97.580247,48.52501,110.85004,91.526086,60.945689,81.023632,90.013266,406,"Nov17 After 0945",1.35,"Cat 01","Nov 17 2016 Cat 01 Trial 09"
0.50977461,110.80911,90.952352,31.708795,108.04952,84.614346,17.207135,111.96822,91.379845,-5.2234974,92.263291,119.41035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.474669,99.190554,91.332325,57.723872,92.809622,87.943407,NA,NA,NA,6.7768245,97.644034,75.18091,-24.705652,99.990274,70.319702,NA,NA,NA,61.208595,104.74783,89.843998,79.495368,94.111752,94.093417,70.010331,100.10854,96.598955,7.1526369,80.340876,123.84445,-0.67351618,85.566402,124.18088,9.6158689,84.324095,123.90538,59.220845,91.147173,116.05994,66.797113,62.668319,110.87277,43.999806,79.516808,120.20013,24.668566,109.79858,103.41885,29.574905,109.07309,106.06415,35.421145,112.93941,93.534977,14.929201,106.41886,110.07732,16.65982,106.43654,109.3629,12.041739,107.96514,104.33417,154.77594,66.739112,28.728344,52.919863,88.726203,85.969925,61.503159,84.537361,91.439065,33.429799,107.59774,108.03503,42.391039,109.75593,97.624462,48.569728,110.84761,91.535066,60.933341,80.906521,89.840427,407,"Nov17 After 0945",1.3533333,"Cat 01","Nov 17 2016 Cat 01 Trial 09"
0.66350831,110.74478,90.871007,31.726046,107.89709,84.61767,17.269335,111.84558,91.477471,-5.1507124,92.229608,119.327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.533224,99.279231,91.428216,57.795774,92.804758,87.98602,NA,NA,NA,6.9368052,97.577811,75.185612,-24.534151,100.03112,70.321876,NA,NA,NA,61.232443,104.62853,89.938067,79.568196,93.968385,94.098473,70.038224,99.991266,96.603425,7.2128322,80.222591,123.76774,-0.68676465,85.483483,124.27765,9.6957544,84.267563,123.99305,59.248916,91.05705,116.16765,66.827695,62.579815,110.88684,44.06962,79.399146,120.1228,24.723537,109.58986,103.39972,29.584366,108.89389,105.99442,35.485822,112.81726,93.635923,14.943182,106.32881,110.08901,16.677994,106.52306,109.44671,12.144877,107.84205,104.35331,154.72318,66.738484,28.811376,53.007595,88.697126,85.978066,61.531393,84.420099,91.442656,33.603484,107.48938,108.11049,42.391039,109.75593,97.624462,48.692646,110.78979,91.63226,61.02862,80.87875,89.94436,408,"Nov17 After 0945",1.3566667,"Cat 01","Nov 17 2016 Cat 01 Trial 09"
0.7048988,110.74064,90.876938,31.817707,107.78088,84.726375,17.332369,111.72574,91.397537,-5.057597,92.254945,119.40537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.645849,99.131907,91.439825,57.890897,92.710761,87.996401,NA,NA,NA,7.0448516,97.633398,75.186375,-24.459775,99.995869,70.405718,NA,NA,NA,61.406428,104.57165,89.956599,79.651847,93.843513,94.203704,70.12933,99.964305,96.521835,7.3710062,80.157514,123.783,-0.59170301,85.335983,124.19943,9.7559965,84.150442,123.91654,59.321536,90.94074,116.09179,66.9636,62.52385,110.80258,44.115627,79.39425,120.12087,24.790708,109.58408,103.45166,29.623146,108.86533,106.083,35.608049,112.76027,93.641366,15.063908,106.29384,110.10275,16.835675,106.4618,109.3687,12.18211,107.81418,104.35135,154.77011,66.740959,28.817707,53.095327,88.668059,85.986221,61.663097,84.365538,91.451914,33.635537,107.52569,108.0164,42.502531,109.63341,97.646239,48.692646,110.78979,91.63226,61.087119,80.75962,89.861071,409,"Nov17 After 0945",1.36,"Cat 01","Nov 17 2016 Cat 01 Trial 09"
0.77646143,110.68355,90.871608,31.805887,107.8535,84.725027,17.437732,111.88129,91.393685,-4.9945246,92.183795,119.33694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.732612,99.102911,91.448047,57.943883,92.643612,88.007313,NA,NA,NA,7.0898523,97.695005,75.091136,-24.334849,100.01605,70.313626,NA,NA,NA,61.406428,104.57165,89.956599,79.734163,93.82309,94.121443,70.214685,99.935718,96.622426,7.3549249,80.073058,123.78962,-0.51195102,85.328183,124.21738,9.8595038,84.030738,123.94009,59.392082,90.824467,116.19975,66.982927,62.435678,110.81446,44.197167,79.343374,120.13144,24.910104,109.52759,103.36754,29.769951,108.71735,106.01428,35.694498,112.75267,93.747315,15.118692,106.3534,110.09508,16.897823,106.34304,109.38035,12.261029,107.78255,104.3572,154.77594,66.739112,28.728344,53.110396,88.483328,86.002152,61.71147,84.363136,91.369179,33.692373,107.25554,108.1283,42.60319,109.69398,97.649529,48.862456,110.7312,91.648519,61.116174,80.757966,89.811356,410,"Nov17 After 0945",1.3633333,"Cat 01","Nov 17 2016 Cat 01 Trial 09"
